FIPS,location,census population 2010,estimated population 2019
51073,"Gloucester County, Virginia","36,858","37,348"
51075,"Goochland County, Virginia","21,717","23,753"
51077,"Grayson County, Virginia","15,533","15,550"
51079,"Greene County, Virginia","18,403","19,819"
51081,"Greensville County, Virginia","12,243","11,336"
51083,"Halifax County, Virginia","36,241","33,911"
51650,"Hampton County, Virginia","137,436","134,510"
51085,"Hanover County, Virginia","99,863","107,766"
51660,"Harrisonburg County, Virginia","48,914","53,016"
51087,"Henrico County, Virginia","306,935","330,818"
51089,"Henry County, Virginia","54,151","50,557"
51091,"Highland County, Virginia","2,321","2,190"
51670,"Hopewell County, Virginia","22,591","22,529"
51093,"Isle of Wight County, Virginia","35,270","37,109"
51095,"James City County, Virginia","67,009","76,523"
51097,"King and Queen County, Virginia","6,945","7,025"
51099,"King George County, Virginia","23,584","26,836"
51101,"King William County, Virginia","15,935","17,148"
51103,"Lancaster County, Virginia","11,391","10,603"
51105,"Lee County, Virginia","25,587","23,423"
51678,"Lexington County, Virginia","7,042","7,446"
51107,"Loudoun County, Virginia","312,311","413,538"
51109,"Louisa County, Virginia","33,153","37,591"
51111,"Lunenburg County, Virginia","12,914","12,196"
51680,"Lynchburg County, Virginia","75,568","82,168"
51113,"Madison County, Virginia","13,308","13,261"
51683,"Manassas County, Virginia","37,821","41,085"
51685,"Manassas Park County, Virginia","14,273","17,478"
51690,"Martinsville County, Virginia","13,821","12,554"
51115,"Mathews County, Virginia","8,978","8,834"
51117,"Mecklenburg County, Virginia","32,727","30,587"
51119,"Middlesex County, Virginia","10,959","10,582"
51121,"Montgomery County, Virginia","94,392","98,535"
51125,"Nelson County, Virginia","15,020","14,930"
51127,"New Kent County, Virginia","18,429","23,091"
51700,"Newport News County, Virginia","180,719","179,225"
51710,"Norfolk County, Virginia","242,803","242,742"
51131,"Northampton County, Virginia","12,389","11,710"
51133,"Northumberland County, Virginia","12,330","12,095"
51720,"Norton County, Virginia","3,958","3,981"
51135,"Nottoway County, Virginia","15,853","15,232"
51137,"Orange County, Virginia","33,481","37,051"
51139,"Page County, Virginia","24,042","23,902"
51141,"Patrick County, Virginia","18,490","17,608"
51730,"Petersburg County, Virginia","32,420","31,346"
51143,"Pittsylvania County, Virginia","63,506","60,354"
51735,"Poquoson County, Virginia","12,150","12,271"
51740,"Portsmouth County, Virginia","95,535","94,398"
51145,"Powhatan County, Virginia","28,046","29,652"
51147,"Prince Edward County, Virginia","23,368","22,802"
51149,"Prince George County, Virginia","35,725","38,353"
51153,"Prince William County, Virginia","402,002","470,335"
51155,"Pulaski County, Virginia","34,872","34,027"
51750,"Radford County, Virginia","16,408","18,249"
51157,"Rappahannock County, Virginia","7,373","7,370"
51760,"Richmond City County, Virginia","204,214","230,436"
51159,"Richmond County, Virginia","9,254","9,023"
51770,"Roanoke City County, Virginia","97,032","99,143"
51161,"Roanoke County, Virginia","92,376","94,186"
51163,"Rockbridge County, Virginia","22,307","22,573"
51165,"Rockingham County, Virginia","76,314","81,948"
51167,"Russell County, Virginia","28,897","26,586"
51775,"Salem County, Virginia","24,802","25,301"
51169,"Scott County, Virginia","23,177","21,566"
51171,"Shenandoah County, Virginia","41,993","43,616"
51173,"Smyth County, Virginia","32,208","30,104"
51175,"Southampton County, Virginia","18,570","17,631"
51177,"Spotsylvania County, Virginia","122,397","136,215"
51179,"Stafford County, Virginia","128,961","152,882"
51790,"Staunton County, Virginia","23,746","24,932"
51800,"Suffolk County, Virginia","84,585","92,108"
51181,"Surry County, Virginia","7,058","6,422"
51183,"Sussex County, Virginia","12,087","11,159"
51185,"Tazewell County, Virginia","45,078","40,595"
51810,"Virginia Beach County, Virginia","437,994","449,974"
51187,"Warren County, Virginia","37,575","40,164"
51191,"Washington County, Virginia","54,876","53,740"
51820,"Waynesboro County, Virginia","21,006","22,630"
51193,"Westmoreland County, Virginia","17,454","18,015"
51830,"Williamsburg County, Virginia","14,068","14,954"
51840,"Winchester County, Virginia","26,203","28,078"
51195,"Wise County, Virginia","41,452","37,383"
51197,"Wythe County, Virginia","29,235","28,684"
51199,"York County, Virginia","65,464","68,280"
53001,"Adams County, Washington","18,728","19,983"
53003,"Asotin County, Washington","21,623","22,582"
53005,"Benton County, Washington","175,177","204,390"
53007,"Chelan County, Washington","72,453","77,200"
53009,"Clallam County, Washington","71,404","77,331"
53011,"Clark County, Washington","425,363","488,241"
53013,"Columbia County, Washington","4,078","3,985"
53015,"Cowlitz County, Washington","102,410","110,593"
53017,"Douglas County, Washington","38,431","43,429"
53019,"Ferry County, Washington","7,551","7,627"
53021,"Franklin County, Washington","78,163","95,222"
53023,"Garfield County, Washington","2,266","2,225"
53025,"Grant County, Washington","89,120","97,733"
53027,"Grays Harbor County, Washington","72,797","75,061"
53029,"Island County, Washington","78,506","85,141"
53031,"Jefferson County, Washington","29,872","32,221"
53033,"King County, Washington","1,931,249","2,252,782"
53035,"Kitsap County, Washington","251,133","271,473"
53037,"Kittitas County, Washington","40,915","47,935"
53039,"Klickitat County, Washington","20,318","22,425"
53041,"Lewis County, Washington","75,455","80,707"
53043,"Lincoln County, Washington","10,570","10,939"
53045,"Mason County, Washington","60,699","66,768"
53047,"Okanogan County, Washington","41,120","42,243"
53049,"Pacific County, Washington","20,920","22,471"
53051,"Pend Oreille County, Washington","13,001","13,724"
53053,"Pierce County, Washington","795,225","904,980"
53055,"San Juan County, Washington","15,769","17,582"
53057,"Skagit County, Washington","116,901","129,205"
53059,"Skamania County, Washington","11,066","12,083"
53061,"Snohomish County, Washington","713,335","822,083"
53063,"Spokane County, Washington","471,221","522,798"
53065,"Stevens County, Washington","43,531","45,723"
53067,"Thurston County, Washington","252,264","290,536"
53069,"Wahkiakum County, Washington","3,978","4,488"
53071,"Walla Walla County, Washington","58,781","60,760"
53073,"Whatcom County, Washington","201,140","229,247"
53075,"Whitman County, Washington","44,776","50,104"
53077,"Yakima County, Washington","243,231","250,873"
54001,"Barbour County, West Virginia","16,589","16,441"
54003,"Berkeley County, West Virginia","104,169","119,171"
54005,"Boone County, West Virginia","24,629","21,457"
54007,"Braxton County, West Virginia","14,523","13,957"
54009,"Brooke County, West Virginia","24,069","21,939"
54011,"Cabell County, West Virginia","96,319","91,945"
54013,"Calhoun County, West Virginia","7,627","7,109"
54015,"Clay County, West Virginia","9,386","8,508"
54017,"Doddridge County, West Virginia","8,202","8,448"
54019,"Fayette County, West Virginia","46,039","42,406"
54021,"Gilmer County, West Virginia","8,693","7,823"
54023,"Grant County, West Virginia","11,937","11,568"
54025,"Greenbrier County, West Virginia","35,480","34,662"
54027,"Hampshire County, West Virginia","23,964","23,175"
54029,"Hancock County, West Virginia","30,676","28,810"
54031,"Hardy County, West Virginia","14,025","13,776"
54033,"Harrison County, West Virginia","69,099","67,256"
54035,"Jackson County, West Virginia","29,211","28,576"
54037,"Jefferson County, West Virginia","53,498","57,146"
54039,"Kanawha County, West Virginia","193,063","178,124"
54041,"Lewis County, West Virginia","16,372","15,907"
54043,"Lincoln County, West Virginia","21,720","20,409"
54045,"Logan County, West Virginia","36,743","32,019"
54049,"Marion County, West Virginia","56,418","56,072"
54051,"Marshall County, West Virginia","33,107","30,531"
54053,"Mason County, West Virginia","27,324","26,516"
54047,"McDowell County, West Virginia","22,113","17,624"
54055,"Mercer County, West Virginia","62,264","58,758"
54057,"Mineral County, West Virginia","28,212","26,868"
54059,"Mingo County, West Virginia","26,839","23,424"
54061,"Monongalia County, West Virginia","96,189","105,612"
54063,"Monroe County, West Virginia","13,502","13,275"
54065,"Morgan County, West Virginia","17,541","17,884"
54067,"Nicholas County, West Virginia","26,233","24,496"
54069,"Ohio County, West Virginia","44,443","41,411"
54071,"Pendleton County, West Virginia","7,695","6,969"
54073,"Pleasants County, West Virginia","7,605","7,460"
54075,"Pocahontas County, West Virginia","8,719","8,247"
54077,"Preston County, West Virginia","33,520","33,432"
54079,"Putnam County, West Virginia","55,486","56,450"
54081,"Raleigh County, West Virginia","78,859","73,361"
54083,"Randolph County, West Virginia","29,405","28,695"
54085,"Ritchie County, West Virginia","10,449","9,554"
54087,"Roane County, West Virginia","14,926","13,688"
54089,"Summers County, West Virginia","13,927","12,573"
54091,"Taylor County, West Virginia","16,895","16,695"
54093,"Tucker County, West Virginia","7,141","6,839"
54095,"Tyler County, West Virginia","9,208","8,591"
54097,"Upshur County, West Virginia","24,254","24,176"
54099,"Wayne County, West Virginia","42,481","39,402"
54101,"Webster County, West Virginia","9,154","8,114"
54103,"Wetzel County, West Virginia","16,583","15,065"
54105,"Wirt County, West Virginia","5,717","5,821"
54107,"Wood County, West Virginia","86,956","83,518"
54109,"Wyoming County, West Virginia","23,796","20,394"
55001,"Adams County, Wisconsin","20,875","20,220"
55003,"Ashland County, Wisconsin","16,157","15,562"
55005,"Barron County, Wisconsin","45,870","45,244"
55007,"Bayfield County, Wisconsin","15,014","15,036"
55009,"Brown County, Wisconsin","248,007","264,542"
55011,"Buffalo County, Wisconsin","13,587","13,031"
55013,"Burnett County, Wisconsin","15,457","15,414"
55015,"Calumet County, Wisconsin","48,971","50,089"
55017,"Chippewa County, Wisconsin","62,415","64,658"
55019,"Clark County, Wisconsin","34,690","34,774"
55021,"Columbia County, Wisconsin","56,833","57,532"
55023,"Crawford County, Wisconsin","16,644","16,131"
55025,"Dane County, Wisconsin","488,073","546,695"
55027,"Dodge County, Wisconsin","88,759","87,839"
55029,"Door County, Wisconsin","27,785","27,668"
55031,"Douglas County, Wisconsin","44,159","43,150"
55033,"Dunn County, Wisconsin","43,857","45,368"
55035,"Eau Claire County, Wisconsin","98,736","104,646"
55037,"Florence County, Wisconsin","4,423","4,295"
55039,"Fond du Lac County, Wisconsin","101,633","103,403"
55041,"Forest County, Wisconsin","9,304","9,004"
55043,"Grant County, Wisconsin","51,208","51,439"
55045,"Green County, Wisconsin","36,842","36,960"
55047,"Green Lake County, Wisconsin","19,051","18,913"
55049,"Iowa County, Wisconsin","23,687","23,678"
55051,"Iron County, Wisconsin","5,916","5,687"
55053,"Jackson County, Wisconsin","20,449","20,643"
55055,"Jefferson County, Wisconsin","83,686","84,769"
55057,"Juneau County, Wisconsin","26,664","26,687"
55059,"Kenosha County, Wisconsin","166,426","169,561"
55061,"Kewaunee County, Wisconsin","20,574","20,434"
55063,"La Crosse County, Wisconsin","114,638","118,016"
55065,"Lafayette County, Wisconsin","16,836","16,665"
55067,"Langlade County, Wisconsin","19,977","19,189"
55069,"Lincoln County, Wisconsin","28,743","27,593"
55071,"Manitowoc County, Wisconsin","81,442","78,981"
55073,"Marathon County, Wisconsin","134,063","135,692"
55075,"Marinette County, Wisconsin","41,749","40,350"
55077,"Marquette County, Wisconsin","15,404","15,574"
55078,"Menominee County, Wisconsin","4,232","4,556"
55079,"Milwaukee County, Wisconsin","947,735","945,726"
55081,"Monroe County, Wisconsin","44,673","46,253"
55083,"Oconto County, Wisconsin","37,660","37,930"
55085,"Oneida County, Wisconsin","35,998","35,595"
55087,"Outagamie County, Wisconsin","176,695","187,885"
55089,"Ozaukee County, Wisconsin","86,395","89,221"
55091,"Pepin County, Wisconsin","7,469","7,287"
55093,"Pierce County, Wisconsin","41,019","42,754"
55095,"Polk County, Wisconsin","44,205","43,783"
55097,"Portage County, Wisconsin","70,019","70,772"
55099,"Price County, Wisconsin","14,159","13,351"
55101,"Racine County, Wisconsin","195,408","196,311"
55103,"Richland County, Wisconsin","18,021","17,252"
55105,"Rock County, Wisconsin","160,331","163,354"
55107,"Rusk County, Wisconsin","14,755","14,178"
55111,"Sauk County, Wisconsin","61,976","64,442"
55113,"Sawyer County, Wisconsin","16,557","16,558"
55115,"Shawano County, Wisconsin","41,949","40,899"
55117,"Sheboygan County, Wisconsin","115,507","115,340"
55109,"St. Croix County, Wisconsin","84,345","90,687"
55119,"Taylor County, Wisconsin","20,689","20,343"
55121,"Trempealeau County, Wisconsin","28,816","29,649"
55123,"Vernon County, Wisconsin","29,773","30,822"
55125,"Vilas County, Wisconsin","21,430","22,195"
55127,"Walworth County, Wisconsin","102,228","103,868"
55129,"Washburn County, Wisconsin","15,911","15,720"
55131,"Washington County, Wisconsin","131,887","136,034"
55133,"Waukesha County, Wisconsin","389,891","404,198"
55135,"Waupaca County, Wisconsin","52,410","50,990"
55137,"Waushara County, Wisconsin","24,496","24,443"
55139,"Winnebago County, Wisconsin","166,994","171,907"
55141,"Wood County, Wisconsin","74,749","72,999"
56001,"Albany County, Wyoming","36,299","38,880"
56003,"Big Horn County, Wyoming","11,668","11,790"
56005,"Campbell County, Wyoming","46,133","46,341"
56007,"Carbon County, Wyoming","15,885","14,800"
56009,"Converse County, Wyoming","13,833","13,822"
56011,"Crook County, Wyoming","7,083","7,584"
56013,"Fremont County, Wyoming","40,123","39,261"
56015,"Goshen County, Wyoming","13,249","13,211"
56017,"Hot Springs County, Wyoming","4,812","4,413"
56019,"Johnson County, Wyoming","8,569","8,445"
56021,"Laramie County, Wyoming","91,738","99,500"
56023,"Lincoln County, Wyoming","18,106","19,830"
56025,"Natrona County, Wyoming","75,450","79,858"
56027,"Niobrara County, Wyoming","2,484","2,356"
56029,"Park County, Wyoming","28,205","29,194"
56031,"Platte County, Wyoming","8,667","8,393"
56033,"Sheridan County, Wyoming","29,116","30,485"
56035,"Sublette County, Wyoming","10,247","9,831"
56037,"Sweetwater County, Wyoming","43,806","42,343"
56039,"Teton County, Wyoming","21,294","23,464"
56041,"Uinta County, Wyoming","21,118","20,226"
56043,"Washakie County, Wyoming","8,533","7,805"
56045,"Weston County, Wyoming","7,208","6,927"
